id	top1	top2	top3
159426	topic 28	topic 7	topic 24
8004	topic 8	topic 49	topic 31
119002	topic 43	topic 11	topic 34
184653	topic 5	topic 0	topic 4
116331	topic 28	topic 17	topic 33
12679	topic 18	topic 42	topic 10
159340	topic 24	topic 18	topic 39
100235	topic 20	topic 41	topic 5
117749	topic 7	topic 17	topic 35
149153	topic 19	topic 31	topic 18
36917	topic 4	topic 39	topic 21
186722	topic 49	topic 35	topic 7
114240	topic 48	topic 4	topic 10
2529	topic 14	topic 23	topic 10
189411	topic 23	topic 14	topic 47
4158	topic 7	topic 18	topic 17
3637	topic 8	topic 18	topic 33
186736	topic 35	topic 36	topic 11
36903	topic 37	topic 47	topic 12
3623	topic 8	topic 49	topic 36
148259	topic 19	topic 12	topic 48
150416	topic 33	topic 7	topic 36
184121	topic 30	topic 11	topic 3
6983	topic 9	topic 8	topic 20
100221	topic 14	topic 12	topic 19
118308	topic 27	topic 24	topic 28
8010	topic 19	topic 8	topic 49
116325	topic 28	topic 49	topic 17
3145	topic 39	topic 47	topic 3
20807	topic 44	topic 1	topic 19
112143	topic 29	topic 30	topic 11
114532	topic 47	topic 27	topic 16
186050	topic 38	topic 28	topic 29
189363	topic 28	topic 10	topic 49
163962	topic 12	topic 30	topic 34
117013	topic 35	topic 16	topic 18
34682	topic 5	topic 49	topic 48
14552	topic 1	topic 10	topic 19
161185	topic 38	topic 39	topic 18
8038	topic 31	topic 46	topic 3
12123	topic 46	topic 21	topic 8
193313	topic 27	topic 17	topic 30
115604	topic 28	topic 18	topic 17
180409	topic 19	topic 40	topic 48
191504	topic 5	topic 42	topic 48
27198	topic 2	topic 21	topic 15
186078	topic 7	topic 32	topic 35
10734	topic 39	topic 47	topic 10
2515	topic 14	topic 4	topic 1
10052	topic 14	topic 3	topic 24
20191	topic 14	topic 3	topic 38
4164	topic 17	topic 14	topic 38
40665	topic 0	topic 48	topic 19
187400	topic 49	topic 0	topic 38
111304	topic 28	topic 42	topic 0
157351	topic 42	topic 18	topic 4
6773	topic 13	topic 42	topic 19
23498	topic 9	topic 20	topic 21
100209	topic 38	topic 7	topic 28
8986	topic 6	topic 0	topic 42
148265	topic 39	topic 24	topic 19
158076	topic 14	topic 24	topic 46
33847	topic 40	topic 5	topic 3
159368	topic 11	topic 32	topic 3
185203	topic 18	topic 24	topic 21
117761	topic 38	topic 17	topic 27
8992	topic 0	topic 6	topic 18
2501	topic 10	topic 14	topic 37
10046	topic 10	topic 14	topic 28
165491	topic 32	topic 21	topic 19
114268	topic 4	topic 40	topic 3
20185	topic 47	topic 23	topic 7
4170	topic 38	topic 14	topic 23
19704	topic 7	topic 3	topic 49
27832	topic 32	topic 19	topic 18
190168	topic 6	topic 49	topic 9
40671	topic 0	topic 19	topic 9
3179	topic 17	topic 27	topic 14
115610	topic 28	topic 48	topic 38
4616	topic 22	topic 24	topic 29
36081	topic 39	topic 24	topic 3
162498	topic 26	topic 3	topic 24
191510	topic 5	topic 3	topic 10
117007	topic 35	topic 16	topic 18
13229	topic 5	topic 48	topic 19
118334	topic 38	topic 23	topic 14
34696	topic 5	topic 4	topic 19
166826	topic 5	topic 21	topic 32
111476	topic 38	topic 12	topic 19
116319	topic 48	topic 28	topic 18
193307	topic 28	topic 18	topic 36
8035	topic 0	topic 6	topic 28
13230	topic 5	topic 10	topic 42
156724	topic 39	topic 37	topic 38
10739	topic 39	topic 14	topic 16
27195	topic 2	topic 21	topic 9
20822	topic 44	topic 14	topic 42
3160	topic 24	topic 46	topic 19
11427	topic 47	topic 37	topic 24
115609	topic 28	topic 27	topic 10
112166	topic 23	topic 47	topic 10
180404	topic 1	topic 31	topic 42
21282	topic 9	topic 0	topic 8
4169	topic 38	topic 24	topic 10
3606	topic 8	topic 36	topic 15
40668	topic 10	topic 48	topic 42
164796	topic 18	topic 27	topic 24
175843	topic 32	topic 26	topic 1
189420	topic 36	topic 28	topic 7
2518	topic 24	topic 39	topic 21
114271	topic 29	topic 11	topic 20
186713	topic 35	topic 36	topic 7
117778	topic 38	topic 10	topic 28
33686	topic 40	topic 44	topic 5
100204	topic 38	topic 10	topic 36
159365	topic 15	topic 32	topic 19
156056	topic 29	topic 11	topic 24
13542	topic 0	topic 36	topic 27
100210	topic 43	topic 19	topic 18
192772	topic 19	topic 27	topic 48
33692	topic 40	topic 31	topic 3
148268	topic 27	topic 46	topic 31
8747	topic 24	topic 11	topic 29
21296	topic 9	topic 13	topic 32
19709	topic 14	topic 10	topic 13
3612	topic 8	topic 36	topic 42
175857	topic 32	topic 19	topic 24
36932	topic 24	topic 26	topic 4
186707	topic 35	topic 7	topic 16
20188	topic 38	topic 23	topic 10
27181	topic 2	topic 21	topic 24
173598	topic 16	topic 18	topic 28
3174	topic 16	topic 24	topic 7
20836	topic 44	topic 10	topic 49
11433	topic 24	topic 47	topic 23
8021	topic 8	topic 18	topic 19
184676	topic 7	topic 18	topic 5
116314	topic 19	topic 49	topic 36
119027	topic 43	topic 39	topic 19
24488	topic 21	topic 26	topic 19
159403	topic 30	topic 39	topic 38
182207	topic 30	topic 3	topic 34
156730	topic 18	topic 10	topic 36
10705	topic 24	topic 21	topic 19
191535	topic 26	topic 19	topic 32
115635	topic 28	topic 29	topic 27
4633	topic 22	topic 24	topic 18
134823	topic 10	topic 7	topic 39
8009	topic 49	topic 8	topic 0
193322	topic 18	topic 36	topic 49
12112	topic 1	topic 21	topic 19
117022	topic 35	topic 18	topic 28
14563	topic 46	topic 42	topic 0
6742	topic 4	topic 46	topic 13
100238	topic 28	topic 19	topic 36
117744	topic 28	topic 16	topic 7
12674	topic 24	topic 27	topic 19
33862	topic 27	topic 48	topic 26
4155	topic 49	topic 0	topic 19
153106	topic 27	topic 24	topic 17
38937	topic 26	topic 40	topic 29
2524	topic 39	topic 24	topic 2
113522	topic 9	topic 19	topic 21
4141	topic 38	topic 18	topic 36
190159	topic 6	topic 36	topic 42
10077	topic 10	topic 14	topic 3
2530	topic 10	topic 27	topic 25
189408	topic 24	topic 14	topic 19
155563	topic 7	topic 10	topic 18
6756	topic 10	topic 14	topic 25
118463	topic 27	topic 46	topic 28
117750	topic 28	topic 27	topic 7
148254	topic 12	topic 19	topic 10
33876	topic 40	topic 19	topic 16
183643	topic 30	topic 38	topic 3
178397	topic 4	topic 10	topic 42
111447	topic 38	topic 10	topic 36
193336	topic 15	topic 7	topic 3
116328	topic 28	topic 18	topic 49
12106	topic 13	topic 10	topic 1
13218	topic 5	topic 46	topic 10
117036	topic 28	topic 35	topic 36
184892	topic 4	topic 18	topic 19
107225	topic 23	topic 3	topic 12
10711	topic 21	topic 19	topic 10
191521	topic 5	topic 1	topic 36
115621	topic 36	topic 28	topic 0
3148	topic 43	topic 3	topic 25
26248	topic 25	topic 19	topic 13
21527	topic 9	topic 42	topic 19
10922	topic 21	topic 19	topic 29
162442	topic 38	topic 36	topic 27
184879	topic 4	topic 42	topic 48
35552	topic 42	topic 39	topic 9
150396	topic 33	topic 36	topic 16
6965	topic 14	topic 3	topic 19
117963	topic 28	topic 12	topic 10
8790	topic 6	topic 19	topic 18
176351	topic 30	topic 39	topic 26
24339	topic 9	topic 5	topic 1
8948	topic 0	topic 6	topic 36
118488	topic 18	topic 28	topic 36
19906	topic 14	topic 10	topic 7
21241	topic 27	topic 38	topic 18
164755	topic 39	topic 38	topic 10
175880	topic 32	topic 26	topic 3
10088	topic 38	topic 39	topic 28
27624	topic 32	topic 9	topic 21
19912	topic 47	topic 27	topic 16
38704	topic 14	topic 39	topic 4
188931	topic 22	topic 32	topic 14
11396	topic 14	topic 23	topic 28
129641	topic 38	topic 23	topic 10
33889	topic 40	topic 24	topic 46
178368	topic 0	topic 42	topic 21
8784	topic 49	topic 6	topic 0
161639	topic 30	topic 3	topic 32
156095	topic 18	topic 16	topic 49
34658	topic 24	topic 4	topic 29
14588	topic 10	topic 48	topic 16
35546	topic 5	topic 4	topic 18
21533	topic 9	topic 46	topic 24
153853	topic 25	topic 3	topic 30
115806	topic 31	topic 28	topic 46
134610	topic 0	topic 12	topic 22
34670	topic 5	topic 4	topic 18
184845	topic 46	topic 18	topic 19
111490	topic 38	topic 23	topic 3
26274	topic 6	topic 36	topic 33
173573	topic 16	topic 28	topic 18
36067	topic 10	topic 47	topic 48
20605	topic 14	topic 47	topic 3
30416	topic 2	topic 9	topic 1
162318	topic 17	topic 39	topic 27
188919	topic 22	topic 40	topic 44
20163	topic 47	topic 3	topic 25
3821	topic 9	topic 31	topic 18
36701	topic 4	topic 3	topic 31
4196	topic 37	topic 27	topic 14
26512	topic 13	topic 31	topic 19
32567	topic 29	topic 25	topic 26
192941	topic 3	topic 20	topic 30
183694	topic 5	topic 19	topic 17
34116	topic 39	topic 4	topic 24
6781	topic 1	topic 31	topic 5
8974	topic 6	topic 18	topic 15
33679	topic 40	topic 5	topic 48
192799	topic 24	topic 19	topic 14
117787	topic 41	topic 23	topic 10
32573	topic 24	topic 4	topic 7
192955	topic 26	topic 16	topic 38
176379	topic 30	topic 34	topic 39
6795	topic 5	topic 0	topic 1
8960	topic 0	topic 40	topic 20
27618	topic 0	topic 13	topic 10
3835	topic 10	topic 21	topic 6
20177	topic 14	topic 3	topic 19
36715	topic 4	topic 48	topic 2
21269	topic 31	topic 18	topic 15
180389	topic 11	topic 30	topic 19
51956	topic 47	topic 30	topic 39
26260	topic 6	topic 7	topic 16
187380	topic 36	topic 6	topic 28
36073	topic 14	topic 39	topic 38
163774	topic 29	topic 3	topic 30
20611	topic 21	topic 24	topic 4
184851	topic 31	topic 18	topic 13
34664	topic 29	topic 26	topic 19
178432	topic 5	topic 48	topic 6
184689	topic 3	topic 27	topic 14
150631	topic 33	topic 7	topic 19
116664	topic 32	topic 19	topic 38
13754	topic 39	topic 27	topic 19
156240	topic 25	topic 32	topic 24
26937	topic 41	topic 24	topic 19
155749	topic 31	topic 1	topic 21
152026	topic 18	topic 46	topic 16
164594	topic 18	topic 36	topic 31
155991	topic 38	topic 30	topic 24
3404	topic 16	topic 3	topic 21
21080	topic 27	topic 42	topic 12
19279	topic 9	topic 42	topic 0
3362	topic 16	topic 18	topic 13
190415	topic 47	topic 30	topic 19
162683	topic 3	topic 2	topic 30
156526	topic 18	topic 46	topic 21
9129	topic 32	topic 7	topic 38
13032	topic 18	topic 47	topic 37
14985	topic 7	topic 16	topic 4
184460	topic 28	topic 19	topic 0
7104	topic 9	topic 1	topic 5
35793	topic 44	topic 10	topic 19
34499	topic 46	topic 27	topic 32
1561	topic 27	topic 0	topic 9
13026	topic 24	topic 29	topic 10
149412	topic 33	topic 36	topic 27
14991	topic 18	topic 16	topic 7
25594	topic 0	topic 13	topic 18
184474	topic 28	topic 19	topic 35
160080	topic 30	topic 23	topic 25
35787	topic 44	topic 18	topic 15
7110	topic 5	topic 9	topic 49
4419	topic 21	topic 46	topic 18
180612	topic 7	topic 17	topic 10
190401	topic 30	topic 24	topic 17
3376	topic 16	topic 36	topic 18
2068	topic 48	topic 4	topic 10
5061	topic 19	topic 18	topic 12
26923	topic 13	topic 21	topic 8
189636	topic 37	topic 23	topic 47
3410	topic 18	topic 7	topic 16
155985	topic 24	topic 19	topic 36
21094	topic 12	topic 40	topic 29
13998	topic 9	topic 8	topic 6
9883	topic 7	topic 15	topic 13
116670	topic 28	topic 18	topic 36
100012	topic 39	topic 23	topic 14
13740	topic 27	topic 12	topic 47
5049	topic 18	topic 27	topic 49
2726	topic 23	topic 38	topic 12
191051	topic 18	topic 31	topic 21
103533	topic 39	topic 27	topic 11
10261	topic 39	topic 36	topic 3
3438	topic 42	topic 16	topic 10
4357	topic 47	topic 23	topic 38
116658	topic 18	topic 36	topic 27
136588	topic 27	topic 19	topic 13
117546	topic 28	topic 16	topic 24
13768	topic 39	topic 24	topic 36
185024	topic 46	topic 18	topic 10
160916	topic 42	topic 10	topic 46
192558	topic 30	topic 47	topic 39
116880	topic 35	topic 12	topic 10
14007	topic 8	topic 9	topic 5
9673	topic 13	topic 0	topic 19
6226	topic 24	topic 19	topic 27
159629	topic 36	topic 28	topic 12
9115	topic 27	topic 19	topic 28
117220	topic 39	topic 25	topic 47
35977	topic 31	topic 4	topic 18
111889	topic 28	topic 36	topic 19
118113	topic 30	topic 10	topic 17
176812	topic 0	topic 42	topic 48
7138	topic 9	topic 48	topic 42
4431	topic 21	topic 9	topic 24
19245	topic 9	topic 21	topic 31
188266	topic 28	topic 31	topic 2
115437	topic 24	topic 11	topic 29
191737	topic 5	topic 42	topic 3
2040	topic 19	topic 37	topic 39
189178	topic 31	topic 13	topic 49
19251	topic 31	topic 9	topic 2
188272	topic 28	topic 48	topic 27
115423	topic 14	topic 7	topic 48
2054	topic 46	topic 4	topic 27
6232	topic 24	topic 36	topic 39
9101	topic 17	topic 28	topic 16
35963	topic 48	topic 5	topic 49
176806	topic 0	topic 18	topic 19
184448	topic 28	topic 19	topic 6
119219	topic 28	topic 36	topic 27
148056	topic 12	topic 24	topic 14
150619	topic 33	topic 27	topic 49
116894	topic 46	topic 35	topic 18
9667	topic 13	topic 19	topic 46
14013	topic 14	topic 19	topic 23
156268	topic 19	topic 24	topic 39
191045	topic 4	topic 48	topic 10
2732	topic 38	topic 37	topic 11
10275	topic 39	topic 19	topic 24
187627	topic 31	topic 28	topic 10
115345	topic 34	topic 39	topic 24
19537	topic 38	topic 3	topic 23
4343	topic 34	topic 19	topic 18
13797	topic 47	topic 3	topic 36
156283	topic 23	topic 38	topic 7
176153	topic 49	topic 19	topic 37
9854	topic 13	topic 5	topic 37
32759	topic 1	topic 21	topic 19
25225	topic 21	topic 0	topic 9
14946	topic 16	topic 19	topic 21
185965	topic 16	topic 29	topic 12
35750	topic 44	topic 19	topic 0
176635	topic 48	topic 18	topic 16
111876	topic 43	topic 34	topic 30
35988	topic 4	topic 15	topic 37
174036	topic 27	topic 18	topic 37
153489	topic 36	topic 35	topic 7
14952	topic 10	topic 39	topic 3
22238	topic 49	topic 6	topic 37
35744	topic 44	topic 19	topic 18
176621	topic 10	topic 23	topic 39
13783	topic 23	topic 27	topic 48
9698	topic 37	topic 13	topic 2
9840	topic 13	topic 31	topic 0
25231	topic 21	topic 0	topic 9
11194	topic 3	topic 9	topic 31
164543	topic 38	topic 27	topic 19
26738	topic 6	topic 49	topic 9
155946	topic 39	topic 23	topic 14
2915	topic 33	topic 18	topic 37
21057	topic 19	topic 10	topic 12
20349	topic 7	topic 19	topic 14
13973	topic 37	topic 49	topic 18
158292	topic 7	topic 35	topic 18
148081	topic 24	topic 39	topic 34
25219	topic 21	topic 36	topic 9
9868	topic 13	topic 19	topic 36
32765	topic 42	topic 1	topic 31
135042	topic 10	topic 39	topic 7
115392	topic 47	topic 3	topic 24
20361	topic 24	topic 11	topic 34
2083	topic 4	topic 42	topic 29
186288	topic 37	topic 32	topic 27
20407	topic 14	topic 10	topic 3
11802	topic 49	topic 17	topic 18
19286	topic 9	topic 3	topic 46
185959	topic 38	topic 42	topic 19
178624	topic 35	topic 36	topic 19
22210	topic 19	topic 9	topic 35
111692	topic 38	topic 19	topic 3
176609	topic 38	topic 19	topic 24
34472	topic 46	topic 14	topic 26
159826	topic 39	topic 38	topic 49
35778	topic 44	topic 46	topic 32
111686	topic 38	topic 23	topic 11
22204	topic 9	topic 37	topic 26
178630	topic 35	topic 36	topic 49
34466	topic 47	topic 4	topic 39
2097	topic 48	topic 4	topic 18
165107	topic 39	topic 14	topic 3
20413	topic 5	topic 19	topic 47
11816	topic 18	topic 40	topic 10
19292	topic 9	topic 19	topic 15
190398	topic 38	topic 29	topic 39
2929	topic 7	topic 33	topic 18
163210	topic 12	topic 19	topic 29
36517	topic 4	topic 44	topic 36
102822	topic 10	topic 0	topic 23
20375	topic 37	topic 47	topic 14
114098	topic 14	topic 47	topic 3
117591	topic 28	topic 5	topic 38
116857	topic 47	topic 39	topic 35
159198	topic 34	topic 3	topic 2
158286	topic 19	topic 13	topic 48
13967	topic 19	topic 49	topic 27
32771	topic 42	topic 4	topic 18
1367	topic 2	topic 14	topic 37
100172	topic 38	topic 14	topic 23
160686	topic 30	topic 24	topic 3
165926	topic 3	topic 30	topic 29
115219	topic 24	topic 26	topic 11
3570	topic 10	topic 2	topic 24
10329	topic 23	topic 14	topic 24
114107	topic 10	topic 47	topic 24
27585	topic 7	topic 0	topic 48
26843	topic 15	topic 9	topic 13
11989	topic 27	topic 18	topic 19
189030	topic 31	topic 19	topic 16
2108	topic 4	topic 17	topic 48
164386	topic 38	topic 29	topic 27
3216	topic 10	topic 19	topic 18
4579	topic 22	topic 28	topic 3
195	topic 2	topic 10	topic 27
13146	topic 5	topic 36	topic 13
176782	topic 49	topic 0	topic 8
119351	topic 28	topic 36	topic 16
1415	topic 2	topic 48	topic 19
192362	topic 28	topic 48	topic 49
181	topic 2	topic 9	topic 10
13152	topic 41	topic 49	topic 36
156446	topic 19	topic 13	topic 15
9049	topic 17	topic 24	topic 36
176796	topic 8	topic 10	topic 49
20598	topic 4	topic 39	topic 47
114675	topic 4	topic 48	topic 1
164392	topic 20	topic 14	topic 37
3202	topic 18	topic 27	topic 37
3564	topic 19	topic 21	topic 2
155629	topic 11	topic 27	topic 19
32822	topic 10	topic 19	topic 46
100166	topic 3	topic 47	topic 39
1373	topic 2	topic 19	topic 37
185178	topic 48	topic 49	topic 19
10315	topic 39	topic 36	topic 24
186459	topic 38	topic 39	topic 0
57	topic 41	topic 3	topic 19
9707	topic 15	topic 25	topic 13
156308	topic 31	topic 13	topic 18
23907	topic 17	topic 1	topic 39
157770	topic 26	topic 24	topic 34
111725	topic 49	topic 28	topic 17
119379	topic 28	topic 35	topic 49
147563	topic 11	topic 3	topic 25
35803	topic 44	topic 42	topic 40
117354	topic 49	topic 28	topic 19
118067	topic 38	topic 27	topic 30
9061	topic 10	topic 17	topic 36
14615	topic 1	topic 49	topic 0
2134	topic 4	topic 48	topic 24
191643	topic 17	topic 7	topic 14
187021	topic 38	topic 27	topic 28
153516	topic 10	topic 28	topic 38
19331	topic 9	topic 0	topic 40
4545	topic 23	topic 39	topic 29
191657	topic 39	topic 38	topic 30
2120	topic 4	topic 46	topic 1
162907	topic 28	topic 38	topic 10
11779	topic 27	topic 36	topic 42
187035	topic 38	topic 0	topic 48
4551	topic 11	topic 3	topic 34
19325	topic 9	topic 31	topic 15
157764	topic 22	topic 18	topic 44
35817	topic 5	topic 10	topic 7
1429	topic 2	topic 37	topic 36
6346	topic 32	topic 2	topic 19
159749	topic 38	topic 18	topic 7
14601	topic 0	topic 36	topic 47
9075	topic 17	topic 37	topic 3
43	topic 38	topic 37	topic 39
9713	topic 13	topic 10	topic 49
118715	topic 38	topic 47	topic 30
158331	topic 10	topic 39	topic 47
19443	topic 24	topic 14	topic 7
3558	topic 21	topic 37	topic 14
115231	topic 39	topic 24	topic 21
10301	topic 23	topic 24	topic 39
2875	topic 2	topic 21	topic 45
21137	topic 12	topic 36	topic 35
155826	topic 15	topic 13	topic 2
33533	topic 9	topic 31	topic 7
156	topic 2	topic 19	topic 18
118098	topic 30	topic 3	topic 38
13185	topic 46	topic 3	topic 25
130714	topic 38	topic 14	topic 24
11792	topic 49	topic 42	topic 7
155198	topic 39	topic 27	topic 29
27220	topic 2	topic 21	topic 8
21889	topic 6	topic 49	topic 12
11786	topic 25	topic 18	topic 7
154292	topic 0	topic 19	topic 31
142	topic 21	topic 24	topic 19
176755	topic 13	topic 46	topic 19
147588	topic 24	topic 11	topic 19
9934	topic 13	topic 41	topic 21
160651	topic 32	topic 19	topic 24
129537	topic 37	topic 47	topic 30
14198	topic 31	topic 13	topic 5
176033	topic 49	topic 36	topic 19
34248	topic 39	topic 47	topic 24
33527	topic 5	topic 9	topic 15
160889	topic 23	topic 3	topic 47
189781	topic 38	topic 39	topic 23
26894	topic 41	topic 19	topic 18
21123	topic 18	topic 0	topic 12
2861	topic 37	topic 21	topic 45
13807	topic 14	topic 39	topic 0
22402	topic 0	topic 9	topic 42
34260	topic 26	topic 24	topic 19
94	topic 2	topic 9	topic 19
1398	topic 21	topic 26	topic 13
20215	topic 39	topic 36	topic 30
2849	topic 2	topic 45	topic 39
19494	topic 41	topic 11	topic 32
29557	topic 21	topic 19	topic 9
164379	topic 18	topic 17	topic 27
4586	topic 22	topic 5	topic 28
152813	topic 18	topic 28	topic 36
20573	topic 21	topic 12	topic 0
11976	topic 18	topic 16	topic 33
117397	topic 19	topic 28	topic 36
192389	topic 28	topic 16	topic 37
130728	topic 34	topic 0	topic 3
34506	topic 37	topic 48	topic 39
178750	topic 35	topic 49	topic 36
117383	topic 28	topic 18	topic 10
34512	topic 26	topic 29	topic 48
178744	topic 35	topic 7	topic 36
22370	topic 6	topic 49	topic 9
148687	topic 5	topic 36	topic 19
115594	topic 32	topic 7	topic 10
4592	topic 22	topic 42	topic 40
11962	topic 18	topic 19	topic 39
191694	topic 42	topic 10	topic 48
27208	topic 2	topic 21	topic 10
20201	topic 11	topic 29	topic 7
19480	topic 10	topic 32	topic 7
26670	topic 19	topic 45	topic 41
9908	topic 13	topic 31	topic 15
13813	topic 36	topic 18	topic 39
22416	topic 9	topic 6	topic 3
80	topic 23	topic 38	topic 14
34274	topic 24	topic 26	topic 10
185187	topic 18	topic 13	topic 48
100199	topic 24	topic 30	topic 39
176580	topic 29	topic 23	topic 19
156650	topic 32	topic 30	topic 3
185408	topic 18	topic 13	topic 15
184716	topic 34	topic 11	topic 19
7272	topic 2	topic 34	topic 32
8141	topic 19	topic 15	topic 36
22199	topic 29	topic 19	topic 1
21490	topic 9	topic 31	topic 1
3014	topic 2	topic 10	topic 30
20956	topic 44	topic 42	topic 19
